Id,"CreatedDateUtc","Description","DescriptionSourceUrl","DonateUrl","EmailAddress","ForumUrl","HomeUrl","IssuesUrl",MaintainerId,"ModifiedDateUtc","Name","ViewUrl",LicenseId,"SubmissionUrl","DiscontinuedDate",SyntaxId
1,"2017-10-28 15:01:30","A filter list that blocks mobile advertisements and trackers on Japanese properties",NULL,NULL,NULL,NULL,"https://280blocker.net",NULL,2,"2017-11-04 10:00:25","280 Blocker","https://280blocker.net/files/280blocker_adblock.txt",1,"https://docs.google.com/forms/d/e/1FAIpQLScNeZhFrFZt9GhIVGdThGz7oyepcNRKuOi5PJDnsC-awxTeOQ/viewform",NULL,3
2,"2017-10-28 15:01:30","Mute is an AdBlock Plus filter for user comments. In the same way that AdBlock hides ads, AdBlock can use this filter to hide user-generated comments, allowing you to browse the Internet with less stupidity clawing at your eyeballs.","https://mute.bradconte.com/",NULL,NULL,NULL,"https://mute.bradconte.com/","https://github.com/B-Con/mute/issues",3,"2017-11-04 10:01:32","Mute","https://mute.bradconte.com/mute.txt",2,NULL,NULL,3
3,"2017-10-28 15:01:30","A hosts file to block advertisements and trackers designed for Android","",NULL,NULL,"https://forum.xda-developers.com/showthread.php?t=1916098","https://forum.xda-developers.com/showthread.php?t=1916098",NULL,4,"2017-11-04 10:02:33","MoaAB: Mother of All AD-BLOCKING","https://adblock.mahakala.is/",3,NULL,NULL,1
4,"2017-10-28 15:01:30","A hosts file blocking known malware, spyware, virus, shock sites, etc.","https://github.com/michaeltrimm/hosts-blocking",NULL,NULL,NULL,"https://github.com/michaeltrimm/hosts-blocking","https://github.com/michaeltrimm/hosts-blocking/issues",5,"2017-11-04 10:02:51","Hosts Blocking","https://raw.githubusercontent.com/michaeltrimm/hosts-blocking/master/_hosts.txt",2,NULL,NULL,1
5,"2017-10-28 15:01:30","A list to keep people from knowing you’ve read their Facebook message","https://adblockplus.org/blog/how-to-keep-people-from-knowing-you-ve-read-their-facebook-message","https://adblockplus.org/en/donate",NULL,"https://adblockplus.org/forum/index.php","https://adblockplus.org/blog/how-to-keep-people-from-knowing-you-ve-read-their-facebook-message",NULL,6,"2017-11-04 10:02:54","Message \"Seen\" Remover for Facebook","https://easylist-downloads.adblockplus.org/message_seen_remover_for_facebook.txt",4,NULL,NULL,3
6,"2017-10-28 15:01:30","A filter list that blocks advertisements and trackers on Japanese properties",NULL,NULL,NULL,NULL,"https://github.com/mayve/private-adblock-filters","https://github.com/mayve/private-adblock-filters/issues",8,"2017-11-04 10:03:03","Private Adblock Filters","https://raw.githubusercontent.com/mayve/private-adblock-filters/master/Adblock_List.txt",5,NULL,NULL,3
7,"2017-10-28 15:01:30","The Malware URLs in the 'gray area.' To be used by security researchers, anti-malware researchers, etc. It can also be used by individuals to protect themselves. The 'gray area' is an area where many malware URLs exists, but there is also a big number of false positives as the gray area is the one where only 2 or 3 pieces of evidence were discovered. The 'gray area' should not be used for blocking domains or URLs, it's published only with the aim of helping malware researchers.","http://malwareurls.joxeankoret.com/",NULL,"info@joxeankoret.com",NULL,"http://malwareurls.joxeankoret.com/",NULL,9,"2017-11-04 10:13:18","Malware URLs Gray Area","http://malwareurls.joxeankoret.com/grayarea.txt",2,NULL,"2015-07-30 06:52:48.000000",3
8,"2017-10-28 15:01:30","The domains of Malware URLs to be used by security researchers, anti-malware researchers, etc. It can also be used by individuals to protect themselves.","http://malwareurls.joxeankoret.com/",NULL,"info@joxeankoret.com",NULL,"http://malwareurls.joxeankoret.com/",NULL,9,"2017-11-04 10:13:21","Malware URLs Domains","http://malwareurls.joxeankoret.com/domains.txt",2,NULL,"2015-07-30 06:52:48.000000",2
9,"2017-10-28 15:01:30","A full set of Malware URLs to be used by security researchers, anti-malware researchers, etc. It can also be used by individuals to protect themselves.","http://malwareurls.joxeankoret.com/",NULL,"info@joxeankoret.com",NULL,"http://malwareurls.joxeankoret.com/",NULL,9,"2017-11-04 10:13:23","Malware URLs","http://malwareurls.joxeankoret.com/normal.txt",2,NULL,"2015-07-30 06:52:48.000000",3
10,"2017-10-28 15:01:30","Blocks malware.",NULL,NULL,NULL,"https://www.malwaredomainlist.com/forums/","https://www.malwaredomainlist.com/",NULL,NULL,"2017-10-28 15:01:30","Malware Domain List","https://www.malwaredomainlist.com/hostslist/hosts.txt",NULL,NULL,NULL,NULL
11,"2017-10-28 15:01:30","A list combining <a href=\"https://filterlists.com/#ListeFR\">Liste FR</a> and <a href=\"https://filterlists.com/#EasyList\">EasyList</a>.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-10-28 15:01:30","Liste FR + EasyList","https://easylist-downloads.adblockplus.org/liste_fr+easylist.txt",NULL,NULL,NULL,NULL
12,"2017-10-28 15:01:30","Liste FR is an [EasyList] affiliated filter list written by Lian, Crits and smed79 that specifically removes adverts on French language websites.","https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html",NULL,"listefr.adblock@gmail.com","https://forums.lanik.us/viewforum.php?f=91","https://easylist.to/",NULL,NULL,"2017-10-28 15:01:30","Liste FR","https://easylist-downloads.adblockplus.org/liste_fr.txt",NULL,NULL,NULL,NULL
13,"2017-10-28 15:01:30","A list combining <a href=\"https://filterlists.com/#ListeAR\">Liste AR</a>, <a href=\"https://filterlists.com/#ListeFR\">Liste FR</a>, and <a href=\"https://filterlists.com/#EasyList\">EasyList</a>.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-10-28 15:01:30","Liste AR + Liste FR + EasyList","https://easylist-downloads.adblockplus.org/liste_ar+liste_fr+easylist.txt",NULL,NULL,NULL,NULL
14,"2017-10-28 15:01:30","Liste AR is an [EasyList] affiliated filter list written by smed79 and Crits that specifically removes adverts on Arabic language websites.","https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html",NULL,"liste.ar.adblock@gmail.com","https://forums.lanik.us/viewforum.php?f=98","https://code.google.com/archive/p/liste-ar-adblock/",NULL,NULL,"2017-10-28 15:01:30","Liste AR","https://easylist-downloads.adblockplus.org/Liste_AR.txt",NULL,NULL,NULL,NULL
15,"2017-10-28 15:01:30","Filter that fixes filtration errors in an alternative way due to limitations of adblockers other than Adguard or those using Webkit content blocker API.","https://raw.githubusercontent.com/SlowMemory/List-KR/master/unbreak.txt",NULL,NULL,NULL,"https://list-kr.github.io/","https://github.com/SlowMemory/List-KR/issues",NULL,"2017-10-28 15:01:30","List-KR Unbreak","https://raw.githubusercontent.com/SlowMemory/List-KR/master/unbreak.txt",NULL,NULL,NULL,NULL
16,"2017-10-28 15:01:30","Filter that enables removing of ads, trackers, and various scripts from websites with Korean content. Based on <a href=\"https://filterlists.com/stale/#Corset\">Corset</a>, <a href=\"https://filterlists.com/regional/#KoreanAdblockList\">Korean Adblock List</a>, <a href=\"https://filterlists.com/regional/#YousList\">YousList</a>.","https://github.com/SlowMemory/List-KR",NULL,NULL,NULL,"https://list-kr.github.io/","https://github.com/SlowMemory/List-KR/issues",NULL,"2017-10-28 15:01:30","List-KR","https://github.com/SlowMemory/List-KR/blob/master/filter.txt",NULL,NULL,NULL,NULL
17,"2017-10-28 15:01:30","Block ads, banners, 3rd party Cookies, 3rd party page counters, web bugs, and even most hijackers.","http://winhelp2002.mvps.org/hosts.htm","https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=UNHL2VY85PB8N","winhelp2002@gmail.com",NULL,"http://winhelp2002.mvps.org/hosts.htm",NULL,NULL,"2017-10-28 15:01:30","MVPS HOSTS","http://winhelp2002.mvps.org/hosts.txt",NULL,NULL,NULL,NULL
18,"2017-10-28 15:01:30","Blocks advertisements and sponsored posts on LinkedIn.",NULL,NULL,NULL,NULL,"https://github.com/taylr/linkedinsanity","https://github.com/taylr/linkedinsanity/issues",NULL,"2017-10-28 15:01:30","Linkedinsanity Rules","https://raw.githubusercontent.com/taylr/linkedinsanity/master/linkedinsanity.txt",NULL,NULL,NULL,NULL
19,"2017-10-28 15:01:30","Prevents browser based coin mining from clogging up your resources.","https://github.com/hoshsadiq/adblock-nocoin-list",NULL,NULL,NULL,"https://github.com/hoshsadiq/adblock-nocoin-list","https://github.com/hoshsadiq/adblock-nocoin-list/issues",NULL,"2017-10-28 15:01:30","NoCoin","https://raw.githubusercontent.com/hoshsadiq/adblock-nocoin-list/master/nocoin.txt",NULL,NULL,NULL,NULL
20,"2017-10-28 15:01:30","Removes ads, affiliation ads, and empty boxes on Norwegian sites to produce a cleaner browser experience. Meant to be used on top of general filters.",NULL,"https://www.paypal.me/DandeeSprout","imreeil42@gmail.com",NULL,"https://github.com/DandelionSprout/adfilt/blob/master/ExperimentalNorwegianList.txt","https://github.com/DandelionSprout/adfilt/issues",NULL,"2017-10-28 15:01:30","Norwegian list for tidier websites","https://raw.githubusercontent.com/DandelionSprout/adfilt/master/ExperimentalNorwegianList.txt",NULL,NULL,NULL,NULL
21,"2017-10-28 15:01:30","A combined IP blocklist for blocking ransomware.",NULL,NULL,"rt-intel@abuse.ch",NULL,"https://ransomwaretracker.abuse.ch/blocklist/",NULL,NULL,"2017-10-28 15:01:30","Ransomware Tracker IP Blocklist","https://ransomwaretracker.abuse.ch/downloads/RW_IPBL.txt",NULL,NULL,NULL,NULL
22,"2017-10-28 15:01:30","A combined domain blocklist for blocking ransomware.",NULL,NULL,"rt-intel@abuse.ch",NULL,"https://ransomwaretracker.abuse.ch/blocklist/",NULL,NULL,"2017-10-28 15:01:30","Ransomware Tracker Domain Blocklist","https://ransomwaretracker.abuse.ch/downloads/RW_DOMBL.txt",NULL,NULL,NULL,NULL
23,"2017-10-28 15:01:30","Blocks CryptoWall from payment site servers by IP address.",NULL,NULL,"rt-intel@abuse.ch",NULL,"https://ransomwaretracker.abuse.ch/blocklist/",NULL,NULL,"2017-10-28 15:01:30","Ransomware Tracker CryptoWall Ransomware Payment Sites IP Blocklist","https://ransomwaretracker.abuse.ch/downloads/CW_PS_IPBL.txt",NULL,NULL,NULL,NULL
24,"2017-10-28 15:01:30","Blocks CryptoWall from payment site servers by domain.",NULL,NULL,"rt-intel@abuse.ch",NULL,"https://ransomwaretracker.abuse.ch/blocklist/",NULL,NULL,"2017-10-28 15:01:30","Ransomware Tracker CryptoWall Ransomware Payment Sites Domain Blocklist","https://ransomwaretracker.abuse.ch/downloads/CW_PS_DOMBL.txt",NULL,NULL,NULL,NULL
25,"2017-10-28 15:01:30","Blocks CryptoWall from botnet command and control servers by URL.",NULL,NULL,"rt-intel@abuse.ch",NULL,"https://ransomwaretracker.abuse.ch/blocklist/",NULL,NULL,"2017-10-28 15:01:30","Ransomware Tracker CryptoWall Ransomware C2 URL Blocklist","https://ransomwaretracker.abuse.ch/downloads/CW_C2_URLBL.txt",NULL,NULL,NULL,NULL
26,"2017-10-28 15:01:30","Blocks CryptoWall from botnet command and control servers by domain.",NULL,NULL,"rt-intel@abuse.ch",NULL,"https://ransomwaretracker.abuse.ch/blocklist/",NULL,NULL,"2017-10-28 15:01:30","Ransomware Tracker CryptoWall Ransomware C2 Domain Blocklist","https://ransomwaretracker.abuse.ch/downloads/CW_C2_DOMBL.txt",NULL,NULL,NULL,NULL
27,"2017-10-28 15:01:30","A text file with filters to aid in blocking online trackers, for use in a blocker such as uBlock Origin.","https://github.com/metaphoricgiraffe/tracking-filters",NULL,NULL,NULL,"https://github.com/metaphoricgiraffe/tracking-filters","https://github.com/metaphoricgiraffe/tracking-filters/issues",NULL,"2017-10-28 15:01:30","Privacy Filters","https://raw.githubusercontent.com/metaphoricgiraffe/tracking-filters/master/trackingfilters.txt",NULL,NULL,NULL,NULL
28,"2017-10-28 15:01:30","The Quiet list blocks all other notices regardless of their size or obnoxiousness. Simple two- or three-word links to privacy pages aren't blocked (such as links in a page footer), but a lengthy paragraph mid-page will be.","https://github.com/liamja/Prebake",NULL,"cookies@prebake.eu",NULL,"http://prebake.eu/","https://github.com/liamja/Prebake/issues",NULL,"2017-10-28 15:01:30","Prebake Quiet","https://raw.githubusercontent.com/liamja/Prebake/master/quiet.txt",NULL,NULL,NULL,NULL
29,"2017-10-28 15:01:30","Prebake is an Adblock filter subscription that blocks large, obtrusive cookie notices. These notices either consume a considerable amount of screen real estate or popup and distract the viewers attention, which can be just as annoying as ads.","http://prebake.eu/",NULL,"cookies@prebake.eu",NULL,"http://prebake.eu/","https://github.com/liamja/Prebake/issues",NULL,"2017-10-28 15:01:30","Prebake Obtrusive","https://raw.githubusercontent.com/liamja/Prebake/master/obtrusive.txt",NULL,NULL,NULL,NULL
30,"2017-10-28 15:01:30","Polish filter the type of annoyances blocking windows to encourage registration or news, promotions and discounts. It blocks the widgets that misinformation and distract, trying to force push your product.","https://github.com/azet12/PopupBlocker",NULL,"kadrep@outlook.com",NULL,"https://azet12.github.io/KAD/","https://github.com/azet12/PopupBlocker/issues",NULL,"2017-10-28 15:01:30","Popup Blocker","https://raw.githubusercontent.com/azet12/PopupBlocker/master/PPB.txt",NULL,NULL,NULL,NULL
31,"2017-10-28 15:01:30","Contains a list of elements of advertising, such as banners or flash animations, the most commonly used on Polish websites.","http://niecko.pl/adblock/",NULL,NULL,NULL,"http://niecko.pl/adblock/",NULL,NULL,"2017-10-28 15:01:30","PLgeneral","http://www.niecko.pl/adblock/adblock.txt",NULL,NULL,NULL,NULL
32,"2017-10-28 15:01:30","Block advertisements.",NULL,NULL,"pgl@yoyo.org",NULL,"https://pgl.yoyo.org/adservers/",NULL,NULL,"2017-10-28 15:01:30","Peter Lowe's List","https://pgl.yoyo.org/adservers/serverlist.php?hostformat=adblockplus&showintro=1&mimetype=plaintext",NULL,NULL,NULL,NULL
33,"2017-10-28 15:01:30","Adblock filter for obtrusive overlay (pop up) elements and various other annoying elements on websites.","https://github.com/LordBadmintonofYorkshire/Overlay-Blocker",NULL,NULL,NULL,"https://github.com/LordBadmintonofYorkshire/Overlay-Blocker","https://github.com/LordBadmintonofYorkshire/Overlay-Blocker/issues",NULL,"2017-10-28 15:01:30","Overlay Blocker","https://raw.githubusercontent.com/LordBadmintonofYorkshire/Overlay-Blocker/master/blocklist.txt",NULL,NULL,NULL,NULL
34,"2017-10-28 15:01:30","OpenPhish uses proprietary Artificial Intelligence algorithms to automatically identify zero-day phishing sites and provide comprehensive, actionable, real-time threat intelligence.","https://openphish.com/",NULL,"contact@openphish.com",NULL,"https://openphish.com/",NULL,NULL,"2017-10-28 15:01:30","OpenPhish Phishing Intelligence Community Feed","https://openphish.com/feed.txt",NULL,NULL,NULL,NULL
35,"2017-10-28 15:01:30","Blocks trackers.",NULL,NULL,NULL,NULL,"https://github.com/quidsup/notrack","https://github.com/quidsup/notrack/issues",NULL,"2017-10-28 15:01:30","NoTrack Blocklist","https://raw.githubusercontent.com/quidsup/notrack/master/trackers.txt",NULL,NULL,NULL,NULL
36,"2017-10-28 15:01:30","A personal filter list. Each host is either an ad, phishing, malicious, analytics, or clickbait.","https://github.com/genediazjr/nopelist",NULL,NULL,NULL,"https://github.com/genediazjr/nopelist","https://github.com/genediazjr/nopelist/issues",NULL,"2017-10-28 15:01:30","Nopelist","https://raw.githubusercontent.com/genediazjr/nopelist/master/nopelist.txt",NULL,NULL,NULL,NULL
